"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"BB454","No","Under 40","Non-Travel","Research & Development","23","2","Life Sciences","Female","Laboratory Technician","1","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 1 internships, building valuable work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Rowing"
"BB455","Yes","40 and Over","Non-Travel","Sales","8","4","Life Sciences","Female","Sales Executive","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 1 internships, building valuable work experience. As you can see, I am very dedicated and I am a good match for the role.","Athletics"
"BB457","No","40 and Over","Travel_Rarely","Research & Development","1","2","Medical","Female","Manufacturing Director","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 1 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Soccer, Debating, Soccer, Hockey, Basketball, Football"
"BB463","No","Under 40","Travel_Frequently","Research & Development","7","4","Life Sciences","Female","Manufacturing Director","4","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have already done 4 internships.  As you can see, I am highly motivated  and would be a good additional at your firm.","Basketball, Athletics, Basketball, Hockey, Athletics, Tennis"
"BB464","No","40 and Over","Travel_Rarely","Research & Development","5","4","Engineering","Female","Research Scientist","0","80","I am a Engineering major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 0 internships.  I am very dedicated  and I hope to hear from you soon.","Soccer"
"BB466","No","40 and Over","Travel_Rarely","Research & Development","2","3","Life Sciences","Female","Manufacturing Director","2","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 2 internships, and can provide references. As you can see, I am very dedicated and I am ready to start at your firm immediately.",""
"BB467","No","Under 40","Travel_Rarely","Sales","20","3","Life Sciences","Female","Sales Executive","8","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 8 internships, and can provide references. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Debating"
"BB468","Yes","40 and Over","Travel_Rarely","Research & Development","10","3","Medical","Female","Manufacturing Director","9","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 9 internships, building valuable work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Football, Hockey, Tennis, Tennis, Debating, Soccer"
"BB469","No","Under 40","Travel_Rarely","Sales","12","4","Marketing","Female","Sales Executive","3","80","Hi there. I am a Marketing major, with a passion to work in the corporate sector. I have done working for you in this role.  So far I have completed 3 internships, and can provide references.  As you can see, I am highly motivated  and I am a good match for the role.","Hockey"
"BB471","No","Under 40","Travel_Rarely","Sales","10","3","Marketing","Female","Sales Executive","2","80","Recently I completed my Marketing education, and wish to start my career in a corporate role in a corporate role.  I have done 2 internships, and can provide references.  I am very dedicated  and I am a good match for the role.","Soccer"
"BB475","No","40 and Over","Travel_Frequently","Research & Development","1","3","Medical","Female","Laboratory Technician","1","80","Recently I completed my Medical education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 1 internships, building valuable work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Tennis"
"BB478","Yes","40 and Over","Travel_Rarely","Research & Development","22","3","Life Sciences","Female","Manager","7","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have completed 7 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Soccer"
"BB480","No","40 and Over","Travel_Rarely","Research & Development","24","3","Medical","Female","Healthcare Representative","1","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 1 internships.  I am a hard worker  and would be a good additional at your firm.","Athletics"
"BB490","No","Under 40","Travel_Rarely","Sales","16","3","Marketing","Female","Manager","5","80","Recently I completed my Marketing major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 5 internships, and can provide references.  I am highly motivated  and I hope to hear from you soon.","Athletics"
