"clue","answer","pg"
"He lived to be 969 years old","Methuselah","http://www.j-archive.com/suggestcorrection.php?clue_id=19731"
"Horses are hot to do it","trot","http://www.j-archive.com/suggestcorrection.php?clue_id=19720"
"Gene, Gene, the Dancing Machine was among the talent on this Chuck Barris series","<i>The Gong Show</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=19733"
"This glass yarn serves as insulation & the Corvette's body","fiberglass","http://www.j-archive.com/suggestcorrection.php?clue_id=19738"
"Pres. Wilson founded this world organization which America never joined","the League of Nations","http://www.j-archive.com/suggestcorrection.php?clue_id=19717"
"According to rules, the strike zone in baseball extends from the batter's knees to here","his armpits","http://www.j-archive.com/suggestcorrection.php?clue_id=19727"
"Jesus said that only he that is without sin could do this","cast the first stone","http://www.j-archive.com/suggestcorrection.php?clue_id=19732"
"Bacall's last word on how to whistle","blow","http://www.j-archive.com/suggestcorrection.php?clue_id=19721"
"Bubbles In The Wine was the appropriate title of his theme song","Lawrence Welk","http://www.j-archive.com/suggestcorrection.php?clue_id=19734"
"A small terrestrial telescope","a spyglass","http://www.j-archive.com/suggestcorrection.php?clue_id=19739"
"The Spanish-American War led to this Caribbean country's independence","Cuba","http://www.j-archive.com/suggestcorrection.php?clue_id=19724"
"This bowl game changes location every year","the Super Bowl","http://www.j-archive.com/suggestcorrection.php?clue_id=19728"
"Foie gras in France or chopped liver at Aunt Esther's","pâté","http://www.j-archive.com/suggestcorrection.php?clue_id=19722"
"When Ken Berry took over, The Andy Griffith Show was renamed this","<i>Mayberry R.F.D.</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=19735"
"The glass curtain at Mexico City's Palace of Fine Arts was made by this company","Tiffany","http://www.j-archive.com/suggestcorrection.php?clue_id=19740"
"He was the first American in space","Alan Shepard","http://www.j-archive.com/suggestcorrection.php?clue_id=19725"
"The number of laps run in the Indy 500","200","http://www.j-archive.com/suggestcorrection.php?clue_id=19729"
"In the spring of 1950 Arthur Godfrey gave TV lessons on playing this instrument","the ukulele","http://www.j-archive.com/suggestcorrection.php?clue_id=19736"
"This canal's official opening was on July 12, 1920","the Panama Canal","http://www.j-archive.com/suggestcorrection.php?clue_id=19741"
"Verdi fans always want moor of this Shakespearean hero","Othello","http://www.j-archive.com/suggestcorrection.php?clue_id=19746"
"Buffalo-skin covered homes of Plains Indians","a teepee","http://www.j-archive.com/suggestcorrection.php?clue_id=19748"
"Maryland's state bird & state baseball team","the orioles","http://www.j-archive.com/suggestcorrection.php?clue_id=19753"
"Britain's 4 PM coffee break","tea time","http://www.j-archive.com/suggestcorrection.php?clue_id=19758"
"Basic material used to make casts","plaster","http://www.j-archive.com/suggestcorrection.php?clue_id=19763"
"Africa's northernmost country, it was once site of ancient Carthaginian empire","Tunisia","http://www.j-archive.com/suggestcorrection.php?clue_id=19742"
"He wrote Brunhilde's immolation, opera's longest aria of nearly 15 minutes","Wagner","http://www.j-archive.com/suggestcorrection.php?clue_id=19747"
"Continent from which Indians' ancestors came to America","Asia","http://www.j-archive.com/suggestcorrection.php?clue_id=19749"
"Collective name for domesticated birds raised for meat & eggs","poultry","http://www.j-archive.com/suggestcorrection.php?clue_id=19754"
"Though he never slew any dragons there, he's England's patron saint","St. George","http://www.j-archive.com/suggestcorrection.php?clue_id=19759"
"What R.N. stands for","registered nurse","http://www.j-archive.com/suggestcorrection.php?clue_id=19764"
"Country that's larger than U.S. but smaller than Canada","(People's Republic of) China","http://www.j-archive.com/suggestcorrection.php?clue_id=19743"
"The real Hiawatha united Mohawks & 4 other tribes into this confederation","the Iroquois Confederation","http://www.j-archive.com/suggestcorrection.php?clue_id=19750"
"The most common bird on world flags","the eagle","http://www.j-archive.com/suggestcorrection.php?clue_id=19755"
"English barons forced this royal enemy of Robin Hood to sign the Magna Carta","King John I","http://www.j-archive.com/suggestcorrection.php?clue_id=19760"
"Any abnormal tissue mass with no physiologic function","a tumor","http://www.j-archive.com/suggestcorrection.php?clue_id=19765"
"To evade French defenders, the Germans attacked France through this country in both World Wars","Belgium","http://www.j-archive.com/suggestcorrection.php?clue_id=19744"
"Though few of them ever did it, the name Nez-Perce means this","pierce(d) nose","http://www.j-archive.com/suggestcorrection.php?clue_id=19751"
"Woodcocks' eyes are so far back on their heads, they have this unusual field of sight","360 degrees","http://www.j-archive.com/suggestcorrection.php?clue_id=19756"
"Nickname for London's financial district","the City","http://www.j-archive.com/suggestcorrection.php?clue_id=19761"
"The Blue & White Niles meet at this city where Gen. Chinese Gordon met death","Khartoum","http://www.j-archive.com/suggestcorrection.php?clue_id=19745"
"President whose only military service was in Illinois' Blackhawk War in 1830","Abraham Lincoln","http://www.j-archive.com/suggestcorrection.php?clue_id=19752"
"This crazy North American diving bird has been found at depths of 160 feet","the (common) loon","http://www.j-archive.com/suggestcorrection.php?clue_id=19757"
"He's also known as the primate of all England","the Archbishop of Canterbury","http://www.j-archive.com/suggestcorrection.php?clue_id=19762"
"A sound's repetition by reflection","an echo","http://www.j-archive.com/suggestcorrection.php?clue_id=19667"
"By 1966 the Air Force had logged 10,147 sightings of these, but didn't believe any","UFOs","http://www.j-archive.com/suggestcorrection.php?clue_id=19672"
"The pari-mutuel system lets you do it legally","bet on horses","http://www.j-archive.com/suggestcorrection.php?clue_id=19679"
"Minneapolis' twin, it's capital of Minnesota","St. Paul","http://www.j-archive.com/suggestcorrection.php?clue_id=19682"
"He's been played by Reeves & Reeve","Superman","http://www.j-archive.com/suggestcorrection.php?clue_id=19675"
"He originated The Origin of Species","Charles Darwin","http://www.j-archive.com/suggestcorrection.php?clue_id=19668"
"It's what LBJ showed off to reporters in October 1965","a scar","http://www.j-archive.com/suggestcorrection.php?clue_id=19673"
"Race where faster horses carry more weight than slower ones","a handicap","http://www.j-archive.com/suggestcorrection.php?clue_id=19680"
"California mission town which is annual destination for famed swallows","San Juan Capistrano","http://www.j-archive.com/suggestcorrection.php?clue_id=19683"
"Still seen in Thanksgiving parades, Wally Cox gave this hero his voice","Underdog","http://www.j-archive.com/suggestcorrection.php?clue_id=19676"
"Singular form of the word bacteria","bacterium","http://www.j-archive.com/suggestcorrection.php?clue_id=19669"
"Jean Nidetch in 1963 lost 72 lbs. & started this company","Weight Watchers","http://www.j-archive.com/suggestcorrection.php?clue_id=19674"
"Race horse that runs well on a wet track, or a Bronx mommy","a mudder","http://www.j-archive.com/suggestcorrection.php?clue_id=19681"
"8th most populous city in the world, it was once capital of Brazil","São Paulo","http://www.j-archive.com/suggestcorrection.php?clue_id=19684"
"His theme was the following :","Mighty Mouse","http://www.j-archive.com/suggestcorrection.php?clue_id=19687"
"Negative particle that orbits an atom's nucleus","an electron","http://www.j-archive.com/suggestcorrection.php?clue_id=19670"
"In 1967 he was kicked out of the House of Representatives for reprehensible behavior","Adam Clayton Powell","http://www.j-archive.com/suggestcorrection.php?clue_id=19677"
"Reputed site of Columbus' tomb, it's capital of Dominican Republic","Santo Domingo","http://www.j-archive.com/suggestcorrection.php?clue_id=19685"
"His archenemy, Dr. Sivana, nicknamed him The Big Red Cheese","Captain Marvel","http://www.j-archive.com/suggestcorrection.php?clue_id=19688"
"Cytology is the study of these biological building blocks","cells","http://www.j-archive.com/suggestcorrection.php?clue_id=19671"
"In '61 this oil billionaire installed a pay phone in his mansion for guests to use","J. Paul Getty","http://www.j-archive.com/suggestcorrection.php?clue_id=19678"
"Poshest of all Swiss ski resorts","St. Moritz","http://www.j-archive.com/suggestcorrection.php?clue_id=19686"
"Originally Reed Richards, his wife Sue, The Human Torch & The Thing","The Fantastic Four","http://www.j-archive.com/suggestcorrection.php?clue_id=19689"
"Honolulu is on this Hawaiian island","Oahu","http://www.j-archive.com/suggestcorrection.php?clue_id=19690"
"Won medals for helping British in South Africa but his opposition drove them from India","Mahatma Gandhi","http://www.j-archive.com/suggestcorrection.php?clue_id=19702"
"Combat candies made to melt in a GI's mouth, not in his hand","M&M's","http://www.j-archive.com/suggestcorrection.php?clue_id=19691"
